symbol,interval,datetime,open,high,low,close,volume
BTCUSDT,1m,2025-06-05 14:10:00,104277.75,104303.06,104234.22,104244.37,23.28044
BTCUSDT,1m,2025-06-05 14:11:00,104244.38,104258.35,104206.0,104224.91,17.71145
BTCUSDT,1m,2025-06-05 14:12:00,104224.91,104288.78,104206.77,104225.77,20.10199
BTCUSDT,1m,2025-06-05 14:13:00,104225.77,104279.07,104216.77,104279.07,17.85723
BTCUSDT,1m,2025-06-05 14:14:00,104279.07,104303.06,104245.62,104274.27,13.06221
BTCUSDT,1m,2025-06-05 14:15:00,104274.55,104303.06,104104.25,104133.02,53.19617
BTCUSDT,1m,2025-06-05 14:16:00,104133.01,104195.0,104104.0,104104.0,20.55469
BTCUSDT,1m,2025-06-05 14:17:00,104104.01,104117.0,104064.73,104079.61,46.72975
BTCUSDT,1m,2025-06-05 14:18:00,104079.61,104111.75,103972.0,104049.07,100.00836
BTCUSDT,1m,2025-06-05 14:19:00,104049.08,104067.26,103970.0,104018.64,56.97561
BTCUSDT,1m,2025-06-05 14:20:00,104018.63,104058.94,103919.71,103941.3,49.6704
BTCUSDT,1m,2025-06-05 14:21:00,103941.29,104018.75,103900.0,104009.99,43.1799
BTCUSDT,1m,2025-06-05 14:22:00,104010.0,104080.0,103959.32,104079.99,33.48166
BTCUSDT,1m,2025-06-05 14:23:00,104079.99,104199.0,104072.0,104150.29,38.90831
BTCUSDT,1m,2025-06-05 14:24:00,104150.29,104168.0,104039.61,104111.09,55.35929
BTCUSDT,1m,2025-06-05 14:25:00,104111.09,104154.24,104091.68,104096.89,22.78773
BTCUSDT,1m,2025-06-05 14:26:00,104096.89,104141.51,104096.88,104128.65,12.49064
BTCUSDT,1m,2025-06-05 14:27:00,104128.64,104267.63,104128.64,104241.59,24.97008
BTCUSDT,1m,2025-06-05 14:28:00,104241.59,104271.31,104240.63,104240.63,12.94213
BTCUSDT,1m,2025-06-05 14:29:00,104240.63,104279.07,104240.63,104279.05,14.66244
BTCUSDT,1m,2025-06-05 14:30:00,104279.06,104279.06,104180.0,104186.98,20.80486
BTCUSDT,1m,2025-06-05 14:31:00,104186.98,104217.94,104157.1,104191.12,17.74889
BTCUSDT,1m,2025-06-05 14:32:00,104191.12,104191.12,104100.0,104100.0,16.33864
BTCUSDT,1m,2025-06-05 14:33:00,104100.0,104250.45,104100.0,104250.45,29.80788
BTCUSDT,1m,2025-06-05 14:34:00,104250.45,104250.45,104186.04,104186.05,7.15488
BTCUSDT,1m,2025-06-05 14:35:00,104186.05,104200.72,104065.69,104079.23,30.98731
BTCUSDT,1m,2025-06-05 14:36:00,104079.23,104142.85,104011.24,104124.01,19.68368
BTCUSDT,1m,2025-06-05 14:37:00,104124.01,104297.17,104114.35,104283.02,25.58712
BTCUSDT,1m,2025-06-05 14:38:00,104283.02,104415.15,104264.8,104378.79,34.33276
BTCUSDT,1m,2025-06-05 14:39:00,104378.78,104415.15,104354.24,104398.98,13.72732
BTCUSDT,1m,2025-06-05 14:40:00,104398.97,104398.98,104290.65,104363.17,20.60866
BTCUSDT,1m,2025-06-05 14:41:00,104363.17,104540.0,104363.17,104524.01,27.60958
BTCUSDT,1m,2025-06-05 14:42:00,104524.0,104633.27,104514.82,104630.36,25.85982
BTCUSDT,1m,2025-06-05 14:43:00,104630.36,104630.36,104564.44,104575.93,20.09994
BTCUSDT,1m,2025-06-05 14:44:00,104575.93,104651.17,104572.93,104612.0,23.3828
BTCUSDT,1m,2025-06-05 14:45:00,104612.0,104612.01,104502.53,104503.04,22.7303
BTCUSDT,1m,2025-06-05 14:46:00,104503.04,104927.79,104503.03,104884.58,103.69051
BTCUSDT,1m,2025-06-05 14:47:00,104884.58,104884.58,104720.07,104754.71,43.12858
BTCUSDT,1m,2025-06-05 14:48:00,104754.72,104766.44,104651.73,104651.74,35.50121
BTCUSDT,1m,2025-06-05 14:49:00,104651.73,104666.21,104588.95,104607.09,24.98871
BTCUSDT,1m,2025-06-05 14:50:00,104607.09,104613.21,104523.05,104571.71,22.00778
BTCUSDT,1m,2025-06-05 14:51:00,104571.7,104571.71,104487.2,104487.21,17.0112
BTCUSDT,1m,2025-06-05 14:52:00,104487.21,104512.96,104440.0,104479.09,11.49808
BTCUSDT,1m,2025-06-05 14:53:00,104479.09,104503.45,104429.9,104429.9,17.8842
BTCUSDT,1m,2025-06-05 14:54:00,104429.91,104480.78,104429.91,104480.78,12.98953
BTCUSDT,1m,2025-06-05 14:55:00,104480.78,104480.78,104426.04,104427.97,12.56113
BTCUSDT,1m,2025-06-05 14:56:00,104427.96,104464.73,104311.11,104464.73,25.51375
BTCUSDT,1m,2025-06-05 14:57:00,104464.74,104566.04,104464.74,104535.38,14.46446
BTCUSDT,1m,2025-06-05 14:58:00,104535.38,104600.01,104535.37,104600.0,15.96324
BTCUSDT,1m,2025-06-05 14:59:00,104599.99,104666.66,104599.99,104639.2,30.41213
BTCUSDT,1m,2025-06-05 15:00:00,104639.21,104692.41,104639.2,104660.37,17.56688
BTCUSDT,1m,2025-06-05 15:01:00,104660.38,104660.38,104613.2,104614.17,8.41952
BTCUSDT,1m,2025-06-05 15:02:00,104614.18,104637.44,104580.52,104604.04,9.17613
BTCUSDT,1m,2025-06-05 15:03:00,104604.04,104613.21,104573.55,104580.01,13.90425
BTCUSDT,1m,2025-06-05 15:04:00,104580.0,104594.69,104544.86,104566.04,10.568
BTCUSDT,1m,2025-06-05 15:05:00,104566.04,104566.04,104431.04,104471.69,17.15723
BTCUSDT,1m,2025-06-05 15:06:00,104471.7,104477.69,104433.07,104463.05,12.365
BTCUSDT,1m,2025-06-05 15:07:00,104463.06,104476.1,104454.55,104471.69,9.66989
BTCUSDT,1m,2025-06-05 15:08:00,104471.7,104471.7,104406.52,104406.73,10.7454
BTCUSDT,1m,2025-06-05 15:09:00,104406.72,104484.55,104342.1,104484.55,20.47776
BTCUSDT,1m,2025-06-05 15:10:00,104484.55,104548.0,104484.55,104548.0,6.46838
BTCUSDT,1m,2025-06-05 15:11:00,104548.0,104548.0,104479.06,104487.99,5.24843
BTCUSDT,1m,2025-06-05 15:12:00,104488.0,104511.63,104454.62,104454.62,7.25371
BTCUSDT,1m,2025-06-05 15:13:00,104454.62,104454.63,104402.07,104402.08,4.20028
BTCUSDT,1m,2025-06-05 15:14:00,104402.07,104402.08,104333.33,104356.88,13.9001
BTCUSDT,1m,2025-06-05 15:15:00,104356.88,104400.99,104342.18,104342.18,8.6181
BTCUSDT,1m,2025-06-05 15:16:00,104342.17,104425.8,104330.18,104394.74,13.22422
BTCUSDT,1m,2025-06-05 15:17:00,104394.48,104437.6,104380.59,104428.58,7.71895
BTCUSDT,1m,2025-06-05 15:18:00,104428.57,104471.7,104428.57,104444.5,7.91138
BTCUSDT,1m,2025-06-05 15:19:00,104444.5,104453.23,104412.85,104440.0,4.93711
BTCUSDT,1m,2025-06-05 15:20:00,104439.99,104450.88,104422.23,104450.88,4.1316
BTCUSDT,1m,2025-06-05 15:21:00,104450.87,104600.0,104450.87,104541.61,52.21866
BTCUSDT,1m,2025-06-05 15:22:00,104541.6,104585.44,104541.6,104564.86,8.71463
BTCUSDT,1m,2025-06-05 15:23:00,104564.85,104587.62,104564.85,104587.62,2.67933
BTCUSDT,1m,2025-06-05 15:24:00,104587.63,104714.29,104587.62,104714.28,9.55131
BTCUSDT,1m,2025-06-05 15:25:00,104714.28,104833.23,104697.8,104784.25,65.79565
BTCUSDT,1m,2025-06-05 15:26:00,104784.24,104784.25,104733.35,104750.66,11.52587
BTCUSDT,1m,2025-06-05 15:27:00,104750.66,104864.4,104750.65,104849.52,47.03099
BTCUSDT,1m,2025-06-05 15:28:00,104849.52,104860.9,104786.74,104786.75,25.08421
BTCUSDT,1m,2025-06-05 15:29:00,104786.74,104855.73,104786.74,104843.98,11.63232
BTCUSDT,1m,2025-06-05 15:30:00,104843.99,104871.31,104843.98,104850.89,8.91941
BTCUSDT,1m,2025-06-05 15:31:00,104850.89,104861.94,104790.69,104816.49,16.68576
BTCUSDT,1m,2025-06-05 15:32:00,104816.49,104817.92,104793.54,104817.92,7.88181
BTCUSDT,1m,2025-06-05 15:33:00,104817.91,104817.92,104762.46,104762.46,6.9302
BTCUSDT,1m,2025-06-05 15:34:00,104762.47,104762.47,104729.43,104729.43,9.96016
BTCUSDT,1m,2025-06-05 15:35:00,104729.43,104729.43,104693.41,104707.54,4.56891
BTCUSDT,1m,2025-06-05 15:36:00,104707.54,104772.94,104707.54,104772.94,3.53825
BTCUSDT,1m,2025-06-05 15:37:00,104772.93,104790.48,104720.72,104720.73,4.4429
BTCUSDT,1m,2025-06-05 15:38:00,104720.73,104750.66,104708.45,104739.83,5.0771
BTCUSDT,1m,2025-06-05 15:39:00,104739.83,104744.19,104722.1,104744.19,3.88319
BTCUSDT,1m,2025-06-05 15:40:00,104744.19,104754.7,104710.23,104712.38,3.98016
BTCUSDT,1m,2025-06-05 15:41:00,104712.38,104712.39,104687.77,104707.55,3.72699
BTCUSDT,1m,2025-06-05 15:42:00,104707.55,104735.7,104707.54,104713.71,2.71279
BTCUSDT,1m,2025-06-05 15:43:00,104713.71,104731.64,104712.0,104731.63,2.05713
BTCUSDT,1m,2025-06-05 15:44:00,104731.63,104788.15,104731.63,104743.39,3.53391
BTCUSDT,1m,2025-06-05 15:45:00,104743.4,104743.4,104664.01,104666.69,4.42375
BTCUSDT,1m,2025-06-05 15:46:00,104666.68,104666.69,104619.04,104636.23,6.89255
BTCUSDT,1m,2025-06-05 15:47:00,104636.23,104646.53,104604.45,104617.33,15.75353
BTCUSDT,1m,2025-06-05 15:48:00,104617.33,104625.09,104571.83,104625.09,14.52236
BTCUSDT,1m,2025-06-05 15:49:00,104625.09,104625.09,104603.35,104603.36,2.05589
BTCUSDT,1m,2025-06-05 15:50:00,104603.36,104646.91,104603.35,104638.03,4.94574
BTCUSDT,1m,2025-06-05 15:51:00,104638.02,104769.38,104638.02,104752.15,20.47373
BTCUSDT,1m,2025-06-05 15:52:00,104752.15,104752.15,104651.25,104651.26,13.80472
BTCUSDT,1m,2025-06-05 15:53:00,104651.26,104680.76,104651.25,104666.67,16.31285
BTCUSDT,1m,2025-06-05 15:54:00,104666.66,104697.66,104666.66,104697.65,29.678
BTCUSDT,1m,2025-06-05 15:55:00,104697.66,104700.0,104690.46,104690.46,4.31287
BTCUSDT,1m,2025-06-05 15:56:00,104690.47,104754.72,104690.46,104741.64,11.29842
BTCUSDT,1m,2025-06-05 15:57:00,104741.64,104746.45,104738.73,104738.73,5.00126
BTCUSDT,1m,2025-06-05 15:58:00,104738.72,104748.45,104660.37,104660.37,11.23384
BTCUSDT,1m,2025-06-05 15:59:00,104660.36,104660.37,104521.05,104531.49,17.18574
BTCUSDT,1m,2025-06-05 16:00:00,104531.5,104549.44,104530.36,104549.43,4.13814
BTCUSDT,1m,2025-06-05 16:01:00,104549.44,104569.71,104549.43,104566.03,5.71497
BTCUSDT,1m,2025-06-05 16:02:00,104566.02,104586.94,104566.02,104581.89,2.3475
BTCUSDT,1m,2025-06-05 16:03:00,104581.9,104592.34,104529.54,104545.1,7.45258
BTCUSDT,1m,2025-06-05 16:04:00,104545.09,104584.0,104545.09,104583.99,3.2081
BTCUSDT,1m,2025-06-05 16:05:00,104584.0,104598.87,104572.99,104586.21,2.10375
BTCUSDT,1m,2025-06-05 16:06:00,104586.21,104586.22,104582.83,104582.83,1.76885
BTCUSDT,1m,2025-06-05 16:07:00,104582.83,104582.84,104518.86,104518.87,6.67046
BTCUSDT,1m,2025-06-05 16:08:00,104518.87,104529.32,104472.95,104478.68,10.2813
BTCUSDT,1m,2025-06-05 16:09:00,104478.68,104478.68,104447.37,104468.55,11.33136
BTCUSDT,1m,2025-06-05 16:10:00,104468.55,104485.4,104418.6,104442.08,10.63923
BTCUSDT,1m,2025-06-05 16:11:00,104442.08,104471.7,104436.58,104471.69,2.90817
BTCUSDT,1m,2025-06-05 16:12:00,104471.69,104487.06,104443.43,104487.06,3.50675
BTCUSDT,1m,2025-06-05 16:13:00,104487.05,104487.06,104460.0,104463.54,2.99179
BTCUSDT,1m,2025-06-05 16:14:00,104463.53,104483.18,104381.31,104381.32,7.45751
BTCUSDT,1m,2025-06-05 16:15:00,104381.32,104381.32,104286.58,104294.02,19.07105
BTCUSDT,1m,2025-06-05 16:16:00,104294.02,104306.73,104262.12,104269.27,9.53569
BTCUSDT,1m,2025-06-05 16:17:00,104269.27,104269.27,104134.36,104134.37,22.74671
BTCUSDT,1m,2025-06-05 16:18:00,104134.36,104146.43,104068.07,104110.59,35.23569
BTCUSDT,1m,2025-06-05 16:19:00,104110.59,104137.25,104089.58,104092.04,8.67032
BTCUSDT,1m,2025-06-05 16:20:00,104092.04,104104.99,103951.5,103999.99,83.49134
BTCUSDT,1m,2025-06-05 16:21:00,104000.0,104095.24,103951.5,104095.24,42.91894
BTCUSDT,1m,2025-06-05 16:22:00,104095.24,104127.62,104064.04,104083.58,15.26352
BTCUSDT,1m,2025-06-05 16:23:00,104083.58,104180.83,104060.0,104180.83,11.77765
BTCUSDT,1m,2025-06-05 16:24:00,104180.83,104180.83,104068.55,104078.85,14.47918
BTCUSDT,1m,2025-06-05 16:25:00,104078.85,104139.14,104040.15,104139.14,12.11979
BTCUSDT,1m,2025-06-05 16:26:00,104139.14,104139.14,104022.86,104022.86,12.18003
BTCUSDT,1m,2025-06-05 16:27:00,104022.86,104078.27,103985.45,104049.29,31.0292
BTCUSDT,1m,2025-06-05 16:28:00,104049.3,104093.03,103999.97,103999.98,23.49109
BTCUSDT,1m,2025-06-05 16:29:00,103999.98,104046.52,103975.27,104036.01,11.54418
BTCUSDT,1m,2025-06-05 16:30:00,104036.0,104058.0,103960.22,104032.87,26.8436
BTCUSDT,1m,2025-06-05 16:31:00,104032.87,104058.0,103934.24,103941.97,22.11405
BTCUSDT,1m,2025-06-05 16:32:00,103941.98,103964.78,103899.0,103917.67,44.45319
BTCUSDT,1m,2025-06-05 16:33:00,103917.67,104065.65,103899.0,104065.65,23.04338
BTCUSDT,1m,2025-06-05 16:34:00,104065.64,104073.04,103988.11,103988.11,20.03908
BTCUSDT,1m,2025-06-05 16:35:00,103988.11,103988.11,103919.99,103926.87,19.25486
BTCUSDT,1m,2025-06-05 16:36:00,103926.86,104015.41,103926.86,103981.68,10.39237
BTCUSDT,1m,2025-06-05 16:37:00,103981.68,103988.4,103900.45,103962.3,10.58405
BTCUSDT,1m,2025-06-05 16:38:00,103962.3,103977.75,103800.01,103810.74,47.4687
BTCUSDT,1m,2025-06-05 16:39:00,103810.73,103847.29,103746.8,103847.29,89.57519
BTCUSDT,1m,2025-06-05 16:40:00,103847.3,103847.3,103756.85,103787.45,32.66872
BTCUSDT,1m,2025-06-05 16:41:00,103787.46,103891.88,103700.0,103869.81,51.95277
BTCUSDT,1m,2025-06-05 16:42:00,103869.8,103983.03,103869.8,103904.53,35.89016
BTCUSDT,1m,2025-06-05 16:43:00,103904.53,103904.53,103777.32,103777.95,17.04163
BTCUSDT,1m,2025-06-05 16:44:00,103777.94,103830.79,103744.04,103754.42,18.88349
BTCUSDT,1m,2025-06-05 16:45:00,103754.42,103754.43,103700.0,103730.44,15.68694
BTCUSDT,1m,2025-06-05 16:46:00,103730.45,103761.9,103691.0,103761.9,12.74213
BTCUSDT,1m,2025-06-05 16:47:00,103761.91,103795.78,103680.68,103711.28,16.21166
BTCUSDT,1m,2025-06-05 16:48:00,103711.28,103750.85,103679.47,103719.0,21.79707
BTCUSDT,1m,2025-06-05 16:49:00,103718.57,103793.85,103696.2,103770.89,15.95683
BTCUSDT,1m,2025-06-05 16:50:00,103770.88,103869.14,103679.48,103869.13,15.43978
BTCUSDT,1m,2025-06-05 16:51:00,103869.14,103907.68,103693.73,103697.91,17.43013
BTCUSDT,1m,2025-06-05 16:52:00,103697.91,103705.7,103557.34,103578.55,60.64794
BTCUSDT,1m,2025-06-05 16:53:00,103578.55,103578.55,103468.0,103500.02,126.04856
BTCUSDT,1m,2025-06-05 16:54:00,103500.03,103515.56,103468.0,103486.03,23.05686
BTCUSDT,1m,2025-06-05 16:55:00,103486.02,103571.08,103421.96,103513.48,36.77942
BTCUSDT,1m,2025-06-05 16:56:00,103513.47,103552.62,103440.03,103487.33,14.10331
BTCUSDT,1m,2025-06-05 16:57:00,103487.34,103487.34,103409.61,103439.81,13.79517
BTCUSDT,1m,2025-06-05 16:58:00,103439.8,103463.68,103402.29,103406.47,23.02243
BTCUSDT,1m,2025-06-05 16:59:00,103406.47,103406.48,103258.0,103262.53,71.74519
BTCUSDT,1m,2025-06-05 17:00:00,103262.54,103270.0,103140.0,103234.84,75.87024
BTCUSDT,1m,2025-06-05 17:01:00,103234.83,103342.27,103174.63,103339.53,37.00118
BTCUSDT,1m,2025-06-05 17:02:00,103339.52,103515.11,103324.03,103406.17,46.17207
BTCUSDT,1m,2025-06-05 17:03:00,103406.17,103488.25,103309.76,103438.5,67.09242
BTCUSDT,1m,2025-06-05 17:04:00,103438.51,103508.77,103401.32,103430.62,50.95841
BTCUSDT,1m,2025-06-05 17:05:00,103430.62,103475.77,103340.51,103452.62,16.25736
BTCUSDT,1m,2025-06-05 17:06:00,103452.62,103468.94,103350.96,103350.96,25.30359
BTCUSDT,1m,2025-06-05 17:07:00,103350.96,103488.39,103350.96,103463.16,16.44874
BTCUSDT,1m,2025-06-05 17:08:00,103463.17,103565.01,103463.16,103549.42,24.15339
BTCUSDT,1m,2025-06-05 17:09:00,103549.43,103553.28,103450.0,103450.0,13.69042
BTCUSDT,1m,2025-06-05 17:10:00,103450.01,103450.01,103411.97,103431.83,9.85709
BTCUSDT,1m,2025-06-05 17:11:00,103431.83,103470.51,103411.98,103445.68,12.85609
BTCUSDT,1m,2025-06-05 17:12:00,103445.68,103446.49,103400.0,103446.49,9.8433
BTCUSDT,1m,2025-06-05 17:13:00,103446.49,103530.96,103421.55,103436.89,26.08748
BTCUSDT,1m,2025-06-05 17:14:00,103436.89,103439.56,103400.0,103410.35,19.42972
BTCUSDT,1m,2025-06-05 17:15:00,103410.36,103500.0,103410.36,103492.91,25.48751
BTCUSDT,1m,2025-06-05 17:16:00,103492.92,103559.47,103492.92,103547.41,14.37748
BTCUSDT,1m,2025-06-05 17:17:00,103547.41,103577.25,103499.88,103577.25,7.52774
BTCUSDT,1m,2025-06-05 17:18:00,103577.25,103577.25,103546.27,103546.28,3.35609
BTCUSDT,1m,2025-06-05 17:19:00,103546.27,103581.4,103546.27,103566.65,6.28855
BTCUSDT,1m,2025-06-05 17:20:00,103566.65,103566.65,103509.09,103566.29,9.11345
BTCUSDT,1m,2025-06-05 17:21:00,103566.28,103566.28,103523.49,103535.87,13.52625
BTCUSDT,1m,2025-06-05 17:22:00,103535.88,103539.74,103413.66,103423.01,12.22477
BTCUSDT,1m,2025-06-05 17:23:00,103423.0,103466.51,103372.16,103445.15,18.19589
BTCUSDT,1m,2025-06-05 17:24:00,103445.15,103495.78,103445.14,103481.63,13.04085
BTCUSDT,1m,2025-06-05 17:25:00,103481.64,103486.16,103337.4,103345.12,25.59055
BTCUSDT,1m,2025-06-05 17:26:00,103345.11,103374.77,103345.11,103371.1,5.74041
BTCUSDT,1m,2025-06-05 17:27:00,103371.1,103392.18,103340.0,103380.95,14.16807
BTCUSDT,1m,2025-06-05 17:28:00,103380.95,103443.34,103380.95,103443.33,12.60208
BTCUSDT,1m,2025-06-05 17:29:00,103443.33,103460.0,103443.33,103453.59,5.79965
BTCUSDT,1m,2025-06-05 17:30:00,103453.59,103453.67,103400.65,103400.66,9.84498
BTCUSDT,1m,2025-06-05 17:31:00,103400.65,103400.66,103312.19,103367.08,11.91886
BTCUSDT,1m,2025-06-05 17:32:00,103367.09,103437.27,103367.08,103428.24,12.0961
BTCUSDT,1m,2025-06-05 17:33:00,103428.24,103428.24,103404.6,103417.89,4.77187
BTCUSDT,1m,2025-06-05 17:34:00,103417.88,103426.59,103368.29,103368.3,6.25227
BTCUSDT,1m,2025-06-05 17:35:00,103368.3,103369.02,103270.1,103334.95,24.56502
BTCUSDT,1m,2025-06-05 17:36:00,103334.96,103366.22,103331.26,103339.4,4.85579
BTCUSDT,1m,2025-06-05 17:37:00,103339.4,103414.6,103339.4,103412.13,10.14264
BTCUSDT,1m,2025-06-05 17:38:00,103412.13,103441.87,103412.12,103415.54,9.1764
BTCUSDT,1m,2025-06-05 17:39:00,103415.54,103452.0,103415.54,103436.0,12.30315
BTCUSDT,1m,2025-06-05 17:40:00,103436.0,103436.01,103390.05,103397.57,9.88611
BTCUSDT,1m,2025-06-05 17:41:00,103397.58,103397.58,103355.33,103355.33,5.4035
BTCUSDT,1m,2025-06-05 17:42:00,103355.02,103355.02,103267.9,103285.97,24.15041
BTCUSDT,1m,2025-06-05 17:43:00,103285.98,103358.65,103285.98,103358.64,9.9907
BTCUSDT,1m,2025-06-05 17:44:00,103358.65,103384.57,103348.83,103348.84,3.26792
BTCUSDT,1m,2025-06-05 17:45:00,103348.83,103348.84,103308.7,103312.39,5.80061
BTCUSDT,1m,2025-06-05 17:46:00,103312.39,103312.39,103213.77,103223.97,13.55494
BTCUSDT,1m,2025-06-05 17:47:00,103223.98,103279.62,103211.31,103214.63,28.47133
BTCUSDT,1m,2025-06-05 17:48:00,103214.62,103267.82,103214.62,103240.49,13.08913
BTCUSDT,1m,2025-06-05 17:49:00,103240.49,103240.5,103220.01,103220.01,3.27354
BTCUSDT,1m,2025-06-05 17:50:00,103220.02,103266.32,103220.01,103247.13,18.05969
BTCUSDT,1m,2025-06-05 17:51:00,103247.13,103247.13,103190.47,103190.48,14.46025
BTCUSDT,1m,2025-06-05 17:52:00,103190.48,103275.54,103176.6,103244.75,22.53866
BTCUSDT,1m,2025-06-05 17:53:00,103244.76,103302.33,103244.75,103288.49,6.71914
BTCUSDT,1m,2025-06-05 17:54:00,103288.48,103288.48,103242.8,103267.77,7.17841
BTCUSDT,1m,2025-06-05 17:55:00,103267.77,103268.32,103192.72,103193.76,6.3043
BTCUSDT,1m,2025-06-05 17:56:00,103193.76,103278.1,103193.76,103243.0,10.11989
BTCUSDT,1m,2025-06-05 17:57:00,103243.01,103243.01,103203.19,103203.2,5.1264
BTCUSDT,1m,2025-06-05 17:58:00,103203.2,103271.06,103190.55,103271.06,4.34124
BTCUSDT,1m,2025-06-05 17:59:00,103271.06,103275.38,103227.77,103240.04,6.82966
BTCUSDT,1m,2025-06-05 18:00:00,103240.04,103272.4,103213.12,103272.4,4.38765
BTCUSDT,1m,2025-06-05 18:01:00,103272.4,103318.69,103256.71,103262.44,17.29892
BTCUSDT,1m,2025-06-05 18:02:00,103262.44,103318.23,103255.8,103273.56,6.06413
BTCUSDT,1m,2025-06-05 18:03:00,103273.55,103273.56,103226.24,103230.97,8.30766
BTCUSDT,1m,2025-06-05 18:04:00,103230.97,103276.76,103223.98,103269.3,5.27294
BTCUSDT,1m,2025-06-05 18:05:00,103269.31,103269.31,103202.57,103237.45,28.10925
BTCUSDT,1m,2025-06-05 18:06:00,103237.45,103240.3,103100.01,103125.52,49.68886
BTCUSDT,1m,2025-06-05 18:07:00,103125.52,103160.0,103106.3,103127.01,15.25586
BTCUSDT,1m,2025-06-05 18:08:00,103127.0,103199.14,103115.14,103163.88,7.71555
BTCUSDT,1m,2025-06-05 18:09:00,103163.88,103190.65,103126.17,103190.64,10.87666
BTCUSDT,1m,2025-06-05 18:10:00,103190.65,103236.41,103150.28,103150.28,7.67411
BTCUSDT,1m,2025-06-05 18:11:00,103150.27,103230.68,103141.77,103200.0,11.24215
BTCUSDT,1m,2025-06-05 18:12:00,103200.0,103200.01,103124.0,103124.01,21.16645
BTCUSDT,1m,2025-06-05 18:13:00,103124.01,103142.87,102709.8,102770.66,433.26212
BTCUSDT,1m,2025-06-05 18:14:00,102770.66,102792.0,102717.25,102736.39,48.25569
BTCUSDT,1m,2025-06-05 18:15:00,102736.38,102817.0,102720.27,102792.91,26.59781
BTCUSDT,1m,2025-06-05 18:16:00,102792.91,102857.15,102623.34,102630.19,57.99089
BTCUSDT,1m,2025-06-05 18:17:00,102630.19,102880.0,102581.56,102879.99,60.57551
BTCUSDT,1m,2025-06-05 18:18:00,102880.0,102976.64,102863.67,102952.43,38.06003
BTCUSDT,1m,2025-06-05 18:19:00,102952.44,103043.56,102952.44,103004.87,30.54029
BTCUSDT,1m,2025-06-05 18:20:00,103004.87,103046.53,102974.44,103003.82,14.51451
BTCUSDT,1m,2025-06-05 18:21:00,103003.81,103055.34,102971.26,103055.34,12.86707
BTCUSDT,1m,2025-06-05 18:22:00,103055.33,103149.42,103055.33,103055.34,11.15533
BTCUSDT,1m,2025-06-05 18:23:00,103055.34,103176.6,103047.61,103151.62,21.52669
BTCUSDT,1m,2025-06-05 18:24:00,103151.62,103197.43,103151.62,103183.68,11.5883
BTCUSDT,1m,2025-06-05 18:25:00,103183.68,103200.0,103183.67,103187.11,4.45928
BTCUSDT,1m,2025-06-05 18:26:00,103187.1,103200.38,103166.71,103175.36,6.31805
BTCUSDT,1m,2025-06-05 18:27:00,103175.36,103222.22,103175.35,103222.21,4.34124
BTCUSDT,1m,2025-06-05 18:28:00,103222.22,103237.13,103203.01,103237.12,9.66623
BTCUSDT,1m,2025-06-05 18:29:00,103237.13,103275.16,103237.12,103275.16,14.57093
BTCUSDT,1m,2025-06-05 18:30:00,103275.16,103347.22,103275.16,103335.34,10.6677
BTCUSDT,1m,2025-06-05 18:31:00,103335.33,103348.8,103325.78,103325.78,8.14501
BTCUSDT,1m,2025-06-05 18:32:00,103325.79,103354.56,103230.53,103254.72,12.35331
BTCUSDT,1m,2025-06-05 18:33:00,103254.71,103277.29,103163.18,103163.19,15.5606
BTCUSDT,1m,2025-06-05 18:34:00,103163.19,103202.21,103123.69,103202.21,16.63759
BTCUSDT,1m,2025-06-05 18:35:00,103202.21,103308.12,103202.2,103308.12,15.12638
BTCUSDT,1m,2025-06-05 18:36:00,103308.11,103336.0,103258.03,103269.83,17.1954
BTCUSDT,1m,2025-06-05 18:37:00,103269.83,103294.38,103194.38,103222.68,28.27734
BTCUSDT,1m,2025-06-05 18:38:00,103222.67,103246.61,103181.78,103181.79,9.05171
BTCUSDT,1m,2025-06-05 18:39:00,103181.79,103181.79,103150.02,103177.23,8.51179
BTCUSDT,1m,2025-06-05 18:40:00,103177.24,103181.77,103080.66,103108.13,12.56272
BTCUSDT,1m,2025-06-05 18:41:00,103108.12,103108.99,103000.93,103000.93,7.60505
BTCUSDT,1m,2025-06-05 18:42:00,103000.94,103011.24,102873.3,102878.53,28.51144
BTCUSDT,1m,2025-06-05 18:43:00,102878.53,102923.96,102867.26,102897.51,33.36423
BTCUSDT,1m,2025-06-05 18:44:00,102897.51,102907.82,102806.21,102901.94,24.90512
BTCUSDT,1m,2025-06-05 18:45:00,102901.94,102988.59,102901.94,102949.76,13.95365
BTCUSDT,1m,2025-06-05 18:46:00,102949.76,102965.91,102848.59,102848.59,6.84078
BTCUSDT,1m,2025-06-05 18:47:00,102848.6,102914.81,102830.62,102914.81,9.45915
BTCUSDT,1m,2025-06-05 18:48:00,102914.8,102980.0,102914.8,102976.76,4.37143
BTCUSDT,1m,2025-06-05 18:49:00,102976.75,103008.76,102964.07,103008.75,10.49386
BTCUSDT,1m,2025-06-05 18:50:00,103008.75,103065.82,103008.75,103043.38,20.31687
BTCUSDT,1m,2025-06-05 18:51:00,103043.39,103168.75,103030.68,103128.01,13.89753
BTCUSDT,1m,2025-06-05 18:52:00,103128.01,103152.77,103079.07,103079.08,11.56984
BTCUSDT,1m,2025-06-05 18:53:00,103079.07,103115.67,103060.0,103115.67,7.1318
BTCUSDT,1m,2025-06-05 18:54:00,103115.67,103143.43,103115.66,103116.28,4.46463
